id,edit_history_tweet_ids,author_id,text,sentiment,confidence
2238342991332149616,['2238342991332149616'],7546830672944460018,@AmazonHelp Can you verify my delivery address?,neutral,0.8176565766334534
8030982311257851457,['8030982311257851457'],7892204755790030069,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369
8352710756601145402,['8352710756601145402'],9205228324202978347,@AmazonHelp The item arrived damaged. What should I do?,negative,0.9592067003250122
1543982644671012602,['1543982644671012602'],5452965909805105974,"@AmazonHelp Thank you for the fast replacement, much appreciated!",positive,0.9930625557899475
3773272099197678114,['3773272099197678114'],1788331449009254825,@AmazonHelp I'm being redirected to the wrong regional store. Please fix this.,negative,0.9395424723625183
1302617493953951594,['1302617493953951594'],6868785331944931356,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706
6394089849846126314,['6394089849846126314'],4926367881066300107,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441
3695285896160112486,['3695285896160112486'],2691905937268248263,@AmazonHelp Issue resolved â€” appreciate the help!,positive,0.9071570038795471
2303292615490821799,['2303292615490821799'],3043685493518883736,@AmazonHelp Can you help me understand the new shipping policies?,neutral,0.6578574180603027
4733849808898928146,['4733849808898928146'],5956322396436441137,@AmazonHelp Why does the delivery date keep changing every day?,negative,0.9435326457023621
3409918483755907472,['3409918483755907472'],4806213909327138768,@AmazonHelp I canâ€™t contact support through the app. Can someone help?,negative,0.9558083415031433
1477779086923623639,['1477779086923623639'],8742988408132665920,@AmazonHelp Everything arrived perfectly. Thanks!,positive,0.9873665571212769
2654486304131784293,['2654486304131784293'],5942453999254565148,@AmazonHelp Tracking hasn't updated in days. Can you look into this?,negative,0.9657717943191528
1193006385927394530,['1193006385927394530'],2220062766746208355,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
1800119437018017742,['1800119437018017742'],1601528508855956117,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223
5632058995241127709,['5632058995241127709'],9352233938709000580,@AmazonHelp Issue resolved â€” appreciate the help!,positive,0.9071570038795471
8397415095958154967,['8397415095958154967'],6933612136893452665,@AmazonHelp I still haven't received my refund. Please help.,negative,0.9534018039703369
3439875474047341510,['3439875474047341510'],3053864033628742934,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223
2040739335032940997,['2040739335032940997'],9396070689596266594,@AmazonHelp Really appreciate the assistance today!,positive,0.9942455887794495
9806599051631713056,['9806599051631713056'],2358493253792722519,@AmazonHelp Thanks for sorting out my account issue!,positive,0.8955076336860657
5317225843621252234,['5317225843621252234'],5541335631441371910,@AmazonHelp Thanks for the quick support earlier today!,positive,0.9865822792053223
2451102581337221100,['2451102581337221100'],4508971892871194765,@AmazonHelp Delivery was faster than expected â€” thank you!,positive,0.9930979609489441
1655249511368782926,['1655249511368782926'],3160534248047478508,@AmazonHelp Why is shipping unavailable to Northern Ireland?,negative,0.8884183764457703
9875643895958311587,['9875643895958311587'],5096578357707882587,@AmazonHelp Looking for more info about my package.,neutral,0.653923749923706
1998761123406552001,['1998761123406552001'],1552959470455689219,@AmazonHelp My package has been stuck in “preparing for shipment” for four days. Could you please check what’s going on?,negative,0.9335252046585083
1998761123406552002,['1998761123406552002'],1552959470455689219,@AmazonHelp Thanks for the quick response earlier today — really appreciate the support!,positive,0.9953218102455139
1998761123406552003,['1998761123406552003'],1552959470455689219,@AmazonHelp I received the wrong item again. Can someone help me fix this without returning everything?,negative,0.9322705864906311
1998761123406552004,['1998761123406552004'],1552959470455689219,@AmazonHelp Just wanted to say customer support was super helpful this morning. Thank you!,positive,0.9965859651565552
1998761123406552005,['1998761123406552005'],1552959470455689219,@AmazonHelp Why is the estimated delivery date changing every single day? This is getting frustrating.,negative,0.9822235107421875
1998761123406552006,['1998761123406552006'],1552959470455689219,@AmazonHelp Everything arrived earlier than expected today — great service!,positive,0.9946703314781189
1998761123406552007,['1998761123406552007'],1552959470455689219,@AmazonHelp My refund is still pending after two weeks. Can you look into this?,negative,0.9138471484184265
1998761123406552008,['1998761123406552008'],1552959470455689219,@AmazonHelp Appreciate the follow-up. The issue seems resolved now.,positive,0.8762600421905518
1998761123406552009,['1998761123406552009'],1552959470455689219,@AmazonHelp I’m being charged for a subscription I cancelled months ago. Please help.,negative,0.8978345990180969
1998761123406552010,['1998761123406552010'],1552959470455689219,@AmazonHelp Not a complaint — just saying thanks for consistently reliable deliveries!,positive,0.9862998127937317
1998761123406552011,['1998761123406552011'],1552959470455689219,@AmazonHelp My order shows as delivered but nothing arrived at my address. Can you assist?,negative,0.7779009342193604
1998761123406552012,['1998761123406552012'],1552959470455689219,@AmazonHelp Thanks for sorting out my account issue so quickly earlier today.,positive,0.9097515344619751
1998761123406552013,['1998761123406552013'],1552959470455689219,@AmazonHelp Why is shipping to Northern Ireland suddenly unavailable for items that used to ship normally?,negative,0.8918408751487732
1998761123406552014,['1998761123406552014'],1552959470455689219,@AmazonHelp Package delivered in perfect condition. Great job!,positive,0.9967955946922302
1998761123406552015,['1998761123406552015'],1552959470455689219,@AmazonHelp My tracking number hasn’t updated in a week. Could someone check what’s happening?,negative,0.9364519119262695
1998761123406552016,['1998761123406552016'],1552959470455689219,@AmazonHelp Thank you for following up. Your team has been very helpful.,positive,0.9889951944351196
1998761123406552017,['1998761123406552017'],1552959470455689219,@AmazonHelp I’m not in Ireland and don’t shop in Ireland — why am I being redirected to the Irish store?,negative,0.8002792596817017
1998761123406552018,['1998761123406552018'],1552959470455689219,@AmazonHelp Really appreciate the quick replacement order. That was fast!,positive,0.9930558800697327
1998761123406552019,['1998761123406552019'],1552959470455689219,@AmazonHelp Paid for next-day delivery and now it says delayed with no explanation. Can you help?,negative,0.9188427329063416
1998761123406552020,['1998761123406552020'],1552959470455689219,@AmazonHelp Everything seems sorted now. Thanks for the update!,positive,0.9312282204627991
1998761123406552021,['1998761123406552021'],1552959470455689219,@AmazonHelp My package arrived damaged. What are my options for a replacement?,negative,0.963416576385498
